entry,name
10687,Empty Vial Labeled #1
10647,Engineer's Ink
10693,Filled Vial Labeled #3
10661,Second Mosh'aru Tablet
10691,Filled Vial Labeled #1
10695,Box of Empty Vials
10701,Boots of Zua'tec
10706,Nightscale Girdle
10697,Enchanted Azsharite Felbane Dagger
10708,Skullspell Orb
10681,Xylem's Note
10711,Dragon's Blood Necklace
10696,Enchanted Azsharite Felbane Sword
10694,Filled Vial Labeled #4
10684,Colossal Parachute
10638,Long Draping Cape
10688,Empty Vial Labeled #2
10717,Kim'Jael's Compass
10705,Firwillow Wristbands
10712,Cuely's Elixir
10713,Plans: Inlaid Mithril Cylinder
10707,Steelsmith Greaves
10722,Kim'Jael's Stuffed Chicken
10719,Mobile Alarm
10698,Enchanted Azsharite Felbane Staff
10714,Crystallized Azsharite
10702,Enormous Ogre Boots
10699,Yeh'kinya's Bramble
10700,Encarmine Boots
10709,Pyrestone Orb
10718,Kim'Jael's Wizzlegoober
10716,Gnomish Shrink Ray
10741,Lordrec Helmet
10703,Fiendish Skiv
10704,Chillnail Splinter
10690,Empty Vial Labeled #4
10710,Dragonclaw Ring
10720,Gnomish Net-o-Matic Projector
10715,Kim'Jael's Scope
10728,Pattern: Black Swashbuckler's Shirt
10726,Gnomish Mind Control Cap
10725,Gnomish Battle Chicken
10740,Centurion Legplates
10723,Gnomish Ham Radio
10724,Gnomish Rocket Boots
10742,Dragonflight Leggings
10727,Goblin Dragon Gun
10738,Shipment to Galvan
10739,Ring of Fortitude
10721,Gnomish Harm Prevention Belt
10754,Amulet of Sevine
10746,Runesteel Vambraces
10764,Deathchill Armor
10753,Amulet of Grol
10750,Lifeforce Dirk
10743,Drakefire Headguard
10759,Severed Horn of the Defiler
10747,Teacher's Sash
10752,Emerald Encrusted Chest
10755,Amulet of Allistarj
10745,Kaylari Shoulders
10751,Gemburst Circlet
10763,Icemetal Barbute
10748,Wanderlust Boots
10749,Avenguard Helm
10768,Boar Champion's Belt
10772,Glutton's Cleaver
10762,Robes of the Lich
10767,Savage Boar's Guard
10758,X'caliboar
10770,Mordresh's Lifeless Skull
10779,Demon's Blood
10775,Carapace of Tuten'kash
10780,Mark of Hakkar
10782,Hakkari Shroud
10789,Manual of Engineering Disciplines
10784,Atal'ai Breastplate
10757,Ward of the Defiler
10761,Coldrage Dagger
10766,Plaguerot Sprig
10776,Silky Spider Cape
10773,Hakkari Urn
10794,Oglethorpe's Pledge of Secrecy
10786,Atal'ai Boots
10790,Gnome Engineer Membership Card
10774,Fleshhide Shoulders
10793,Overspark's Pledge of Secrecy
10778,Necklace of Sanctuary
10799,Headspike
10801,Slitherscale Boots
10785,Atal'ai Leggings
10808,Gloves of the Atal'ai Prophet
10804,Fist of the Damned
10795,Drakeclaw Band
10771,Deathmage Sash
10796,Drakestone
10791,Goblin Engineer Membership Card
10820,Jackseed Belt
10798,Atal'alarion's Tusk Ring
10829,Dragon's Eye
10788,Atal'ai Girdle
10806,Vestments of the Atal'ai Prophet
10839,Crystallized Note
10834,Felhound Tracker Kit
10822,Dark Whelpling
10787,Atal'ai Gloves
10803,Blade of the Wretched
10826,Staff of Lore
10824,Amberglow Talisman
10807,Kilt of the Atal'ai Prophet
10842,Windscale Sarong
10830,M73 Frag Grenade
10819,Wildkin Feather
10823,Vanquisher's Sword
10827,Surveyor's Tunic
10831,Fel Orb
10838,Might of Hakkar
10845,Warrior's Embrace
10835,Crest of Supremacy
10843,Featherskin Cape
10821,Sower's Cloak
10840,Crystallized Note
10920,Wound Poison II
10858,Plans: Solid Iron Maul
10833,Horns of Eranikus
10832,Fel Tracker Owner's Manual
10828,Dire Nail
10847,Dragon's Call
10846,Bloodshot Greaves
10919,Apothecary Gloves
10921,Wound Poison III
10918,Wound Poison
10744,Axe of the Ebon Drake
10792,Nixx's Pledge of Secrecy
10922,Wound Poison IV
10777,Arachnid Gloves
10818,Yeh'kinya's Scroll
10800,Darkwater Bracers
10844,Spire of Hakkar
10802,Wingveil Cloak
10837,Tooth of Eranikus
10760,Swine Fists
10769,Glowing Eye of Mordresh
10797,Firebreather
10836,Rod of Corrosion
10805,Eater of the Dead
10783,Atal'ai Spaulders
10765,Bonefingers
10781,Hakkari Breastplate
10841,Goldthorn Tea
10958,Hilary's Necklace
11038,Formula: Enchant 2H Weapon - Lesser Spirit
10939,Greater Magic Essence
10999,Ironfel
11000,Shadowforge Key
10978,Small Glimmering Shard
11024,Evergreen Herb Casing
11020,Evergreen Pouch
11027,Wood Frog Box
11026,Tree Frog Box
10940,Strange Dust
11040,Morrowgrain
10998,Lesser Astral Essence
11083,Soul Dust
10938,Lesser Magic Essence
11022,Packet of Tharlendris Seeds
11023,Ancona Chicken
11086,Jang'thraze the Protector
11058,Sha'ni's Nose-Ring
11082,Greater Astral Essence
11084,Large Glimmering Shard
11080,Gor'tesh's Lopped Off Head
11102,Unhatched Sprite Darter Egg
11105,Curled Map Parchment
11111,Broken Sprite Darter Egg
11079,Gor'tesh's Lopped Off Head
11085,Customer of the Month Coffer Key
11109,Special Chicken Feed
11104,Large Compass
11107,A Small Pack
11113,Crate of Foodstuffs
11112,Research Equipment
11101,Formula: Enchant Bracer - Lesser Strength
11114,Dinosaur Bone
11081,Formula: Enchant Shield - Lesser Protection
11121,Darkwater Talwar
11123,Rainstrider Leggings
11078,Relic Coffer Key
10959,Demon Hide Sack
11131,Hive Wall Sample
11106,Lion-headed Key
11115,Secret Safe Key
11129,Essence of the Elements
11134,Lesser Mystic Essence
11126,Tablet of Kurniya
11136,Linken's Tempered Sword
11108,Faded Photograph
11120,Belgrom's Hammer
11127,Scavenged Goods
11039,Formula: Enchant Cloak - Minor Agility
11139,Large Glowing Shard
11118,Archaedic Stone
11110,Chicken Egg
11137,Vision Dust
11124,Helm of Exile
11149,Samophlange Manual
11119,Milly's Harvest
11144,Truesilver Rod
11146,Broken and Battered Samophlange
11143,Nugget Slug
11133,Linken's Training Sword
11125,Grape Manifest
11151,Formula: Enchant Gloves - Herbalism
11140,Prison Cell Key
11166,Formula: Enchant Gloves - Skinning
11128,Golden Rod
11148,Samophlange Manual Page
11162,Linken's Superior Sword
11163,Formula: Enchant Bracer - Lesser Deflection
11141,Bait
11147,Samophlange Manual Cover
11172,Silvery Claws
11176,Dream Dust
11175,Greater Nether Essence
11165,Formula: Enchant Weapon - Lesser Elemental Slayer
11145,Runed Truesilver Rod
11164,Formula: Enchant Weapon - Lesser Beastslayer
11142,Broken Samophlange
11150,Formula: Enchant Gloves - Mining
11178,Large Radiant Shard
11174,Lesser Nether Essence
11173,Irontree Heart
11179,Golden Flame
11184,Blue Power Crystal
11177,Small Radiant Shard
11186,Red Power Crystal
11135,Greater Mystic Essence
11185,Green Power Crystal
11130,Runed Golden Rod
11138,Small Glowing Shard
11122,Carrot on a Stick
11103,Seed Voucher
11168,Formula: Enchant Shield - Lesser Block
11167,Formula: Enchant Boots - Lesser Spirit
11152,Formula: Enchant Gloves - Fishing
11171,Fel Iron
11018,Un'Goro Soil
11098,Formula: Enchant Cloak - Lesser Shadow Resistance
11116,A Mangled Journal
11169,Book of Aquor
11190,Viny Gloves
11198,Rune of Escape
11200,Engineer's Shield 2
11193,Blazewind Breastplate
11189,Woodland Robes
11187,Stemleaf Bracers
11195,Warforged Chestplate
11197,Dark Keeper Key
11194,Prismscale Hauberk
11188,Yellow Power Crystal
11199,Engineer's Shield 1
11205,Formula: Enchant Gloves - Advanced Herbalism
11196,Mindburst Medallion
11191,Farmer's Boots
11192,Outfitter Gloves
11202,Formula: Enchant Shield - Stamina
11206,Formula: Enchant Cloak - Lesser Agility
11208,Formula: Enchant Weapon - Demonslaying
11226,Formula: Enchant Gloves - Riding Skill
11204,Formula: Enchant Bracer - Greater Spirit
11224,Formula: Enchant Shield - Frost Resistance
11223,Formula: Enchant Bracer - Deflection
11207,Formula: Enchant Weapon - Fiery Weapon
11222,Head of Krom'zar
11203,Formula: Enchant Gloves - Advanced Mining
11225,Formula: Enchant Bracer - Greater Stamina
11242,Evoroot
11266,Fractured Elemental Shard
11229,Brightscale Girdle
11262,Orb of Lorica
11285,Jagged Arrow
11265,Cragwood Maul
11283,Overspark's Signed Pledge
11201,Engineer's Shield 3
11269,Intact Elemental Core
11290,Greater Mystic Wand
11263,Nether Force Wand
11270,Nixx's Signed Pledge
11227,Piece of Krom'zar's Banner
11284,Accurate Slugs
11228,Frenzied Dragonflight Molt
11267,Elemental Shard Sample
11291,Star Wood
11286,Thorium Shackles
11243,Videre Elixir
11231,Altered Black Dragonflight Molt
11304,Fine Longbow
11309,The Heart of the Mountain
11305,Dense Shortbow
11313,Ribbly's Head
11268,Head of Argelmach
11306,Sturdy Recurve
11230,Encased Fiery Essence
11287,Lesser Magic Wand
11308,Sylvan Shortbow
11316,Bloodpetal
11289,Lesser Mystic Wand
11288,Greater Magic Wand
11303,Fine Shortbow
11282,Oglethorpe's Signed Pledge
11368,Bolvar's Decree
11311,Emberscale Cape
11371,Dark Iron Bar
11302,Uther's Strength
11310,Flameseer Mantle
11315,Bloodpetal Sprout
11388,Basilisk Venom
11386,Squishy Basilisk Eye
11319,Unloaded Zapper
11320,Bloodpetal Zapper
11312,Lost Thunderbrew Recipe
11324,Explorer's Knapsack
11367,Solomon's Plea to Bolvar
11307,Massive Longbow
11387,Basilisk Heart
11366,Helendis Riverhorn's Letter
11370,Dark Iron Ore
11325,Dark Iron Ale Mug
11363,Medium Shot Pouch
11318,Atal'ai Haze
11393,Small Bat Skull
11402,Sleek Bat Pelt
11404,Evil Bat Eye
11403,Large Bat Fang
11407,Torn Bear Pelt
11395,Bat Ear
11385,Basilisk Scale
11390,Broken Bat Fang
11382,Blood of the Mountain
11406,Rotting Bear Carcass
11389,Shimmering Basilisk Skin
11408,Bear Jaw
11391,Spined Bat Wing
11384,Broken Basilisk Teeth
11405,Giant Silver Vein
11409,Bear Organ
11410,Savage Bear Claw
11394,Bat Heart
11392,Severed Bat Claw
11362,Medium Quiver
11418,Hollow Wing Bone
11417,Feathery Wing
11415,Mixed Berries
11466,Raschal's Report
11463,Undelivered Parcel
11412,Nagmara's Vial
11467,Blackrock Medallion
11462,Discarded Knife
11446,A Crumpled Up Note
11416,Delicate Ribcage
11464,Marshal Windsor's Lost Information
11473,PX83-Enigmatron
11474,Sprite Darter Egg
11465,Marshal Windsor's Lost Information
11469,Bloodband Bracers
11423,Gnome Engineer's Renewal Gift
11419,Mysterious Unhatched Egg
11470,Tablet Transcript
11471,Fragile Sprite Darter Egg
11422,Goblin Engineer's Renewal Gift
11477,White Ravasaur Claw
11444,Grim Guzzler Boar
11504,Piece of Threshadon Carcass
11507,Spotted Hyena Pelt
11503,Blood Amber
11479,Un'Goro Stomper Pelt
11468,Dark Iron Fanny Pack
11475,Wine-stained Cloak
11513,Tainted Vitriol
11512,Patch of Tainted Skin
11509,Ravasaur Pheromone Gland
11508,Gamemaster's Slippers
11445,Flute of the Ancients
11510,Lar'korwi's Head
11480,Un'Goro Thunderer Pelt
11502,Loreskin Shoulders
11411,Large Bear Bone
11562,Crystal Restore
11511,Cenarion Beacon
11414,Grizzled Mane
11413,Nagmara's Filled Vial
11420,Elegant Writing Tool
11472,Silvermane Stalker Flank
11564,Crystal Ward
11478,Un'Goro Gorilla Pelt
11516,Cenarion Plant Salve
11482,Crystal Pylon User's Manual
11569,Preserved Threshadon Meat
11567,Crystal Spire
11476,U'cha's Pelt
11563,Crystal Force
11570,Preserved Pheromone Mixture
11583,Cactus Apple
11565,Crystal Yield
11568,Torwa's Pouch
11514,Fel Creep
11515,Corrupted Soul Shard
11584,Cactus Apple Surprise
11522,Silver Totem of Aquementas
11604,Dark Iron Plate
11607,Dark Iron Sunderer
11605,Dark Iron Shoulders
11612,Plans: Dark Iron Plate
11610,Plans: Dark Iron Pulverizer
11611,Plans: Dark Iron Sunderer
11616,DEBUG Samophlange Manual Page
11566,Crystal Charge
11603,Vilerend Slicer
11622,Lesser Arcanum of Rumination
11613,DEBUG Samophlange Manual Cover
11602,Grim Guzzler Key
11606,Dark Iron Mail
11582,Fel Salve
11590,Mechanical Repair Kit
11626,Blackveil Cape
11609,Altered Black Dragonflight Molt
11625,Enthralled Sphere
11627,Fleetfoot Greaves
11608,Dark Iron Pulverizer
11624,Kentic Amice
11632,Earthslag Shoulders
11635,Hookfang Shanker
11642,Lesser Arcanum of Constitution
11647,Lesser Arcanum of Voracity
11646,Lesser Arcanum of Voracity
11649,Lesser Arcanum of Voracity
11614,Plans: Dark Iron Mail
11645,Lesser Arcanum of Voracity
11623,Spritecaster Cape
11648,Lesser Arcanum of Voracity
11617,Eridan's Supplies
11615,Plans: Dark Iron Shoulders
11629,Houndmaster's Rifle
11633,Spiderfang Carapace
11628,Houndmaster's Bow
11644,Lesser Arcanum of Resilience
11631,Stoneshell Guard
11643,Lesser Arcanum of Tenacity
11634,Silkweb Gloves
11630,Rockshard Pellets
11668,Flute of Xavaric
11669,Naglering
11676,[PH] Legendary Arcane Amalgamation (Melee)
11679,Rubicund Armguards
11671,[PH] Greater Arcane Amalgamation (AGI/FR)
11685,Splinthide Shoulders
11674,Jadefire Felbind
11667,[PH] Greater Arcane Amalgamation (STR/FR)
11663,[PH] Greater Arcane Amalgamation (MANA/FR)
11677,Graverot Cape
11670,[PH] Greater Arcane Amalgamation (STA/FR)
11683,[PH] Legendary Arcane Amalgamation (Caster)
11686,Girdle of Beastial Fury
11673,[PH] Greater Arcane Amalgamation (INT/FR)
11726,Savage Gladiator Chain
11678,Carapace of Anub'shiah
11723,Goodsteel's Balanced Flameberge
11702,Grizzle's Skinner
11662,Ban'thok Sash
11725,Solid Crystal Leg Shaft
11684,Ironfoe
11665,Ogreseer Fists
11675,Shadefiend Boots
11672,[PH] Greater Arcane Amalgamation (SPI/FR)
11722,Dregmetal Spaulders
11666,[PH] Greater Arcane Amalgamation (AC/FR)
11682,Eridan's Vial
11731,Savage Gladiator Greaves
11727,Goodsteel Ledger
11730,Savage Gladiator Grips
11724,Overdue Package
11703,Stonewall Girdle
11734,Libram of Tenacity
11729,Savage Gladiator Helm
11728,Savage Gladiator Leggings
11732,Libram of Rumination
11733,Libram of Constitution
11736,Libram of Resilience
11742,Wayfarer's Knapsack
11735,Ragefury Eyepatch
11664,[PH] Greater Arcane Amalgamation (HP/FR)
11737,Libram of Voracity
11744,Bloodfist
11753,Eye of Kajal
11754,Black Diamond
11743,Rockfist
11768,Incendic Bracers
11745,Fists of Phalanx
11809,Flame Wrath
11751,Burning Essence
11804,Spraggle's Canteen
11783,Chillsteel Girdle
11752,Black Blood of the Tormented
11748,Pyric Caduceus
11808,Circle of Flame
11815,Hand of Justice
11765,Pyremail Wristguards
11811,Smoking Heart of the Mountain
11747,Flamestrider Robes
11749,Searingscale Leggings
11813,Formula: Smoking Heart of the Mountain
11818,Grimesilt Outhouse Key
11755,Verek's Collar
11746,Golem Skull Helm
11767,Emberplate Armguards
11782,Boreal Mantle
11750,Kindling Stave
11787,Shalehusk Boots
11802,Lavacrest Leggings
11786,Stone of the Earth
11816,Angerforge's Battle Axe
11785,Rock Golem Bulwark
11764,Cinderhide Armsplints
11823,Luminary Kilt
11820,Royal Decorated Armor
11814,Molten Fists
11821,Warstrife Leggings
11805,Rubidium Hammer
11784,Arbiter's Blade
11766,Flameweave Cuffs
11826,Lil' Smoky
11837,Gorishi Scent Gland
11803,Force of Magma
11812,Cape of the Fire Salamander
11819,Second Wind
11825,Pet Bombling
11807,Sash of the Burning Heart
11824,Cyclopean Band
11835,Gorishi Queen Brain
11831,Webbed Pterrordax Scale
11817,Lord General's Sword
11832,Burst of Knowledge
11829,Un'Goro Ash
11822,Omnicast Boots
11834,Super Sticky Tar
11830,Webbed Diemetradon Scale
11810,Force of Will
11833,Gorishi Queen Lure
11827,Schematic: Lil' Smoky
11828,Schematic: Pet Bombling
11840,Master Builder's Shirt
11841,Senior Designer's Pantaloons
11842,Lead Surveyor's Mantle
11843,Bank Voucher
11853,Rambling Boots
11849,Rustmetal Bracers
11847,Battered Cloak
11851,Scavenger Tunic
11854,Samophlange Screwdriver
11846,Wizbang's Special Brew
11852,Roamer's Leggings
11839,Chief Architect's Monocle
11844,Pestlezugg's Un'Goro Report
11857,Sanctimonial Rod
11850,Short Duskbat Cape
11862,White Bone Band
11856,Ceremonial Elven Blade
11848,Flax Belt
11855,Tork Wrench
11858,Battlehard Cape
11859,Jademoon Orb
11860,Charged Lightning Rod
11845,Handmade Leather Bag
11867,Maddening Gauntlets
11863,White Bone Shredder
11872,Eschewal Greaves
11866,Nagmara's Whipping Belt
11868,Choking Band
11865,Rancor Boots
11869,Sha'ni's Ring
11874,Clouddrift Mantle
11871,Snarkshaw Spaulders
11883,A Dingy Fanny Pack
11876,Plainstalker Tunic
11902,Linken's Sword of Mastery
11904,Spirit of Aquementas
11875,Breezecloud Bracers
11864,White Bone Spear
11903,Cat Carrier (Corrupted Kitten)
11905,Linken's Boomerang
11886,Urgent Message
11885,Shadowforge Torch
11888,Quintis' Research Gloves
11861,Girdle of Reprisal
11870,Oblivion Orb
11873,Ethereal Mist Cape
11907,Beastslayer
11884,Moonlit Amice
11914,Empty Cursed Ooze Jar
11882,Outrider Leggings
11913,Clayridge Helm
11921,Impervious Giant
11889,Bark Iron Pauldrons
11917,Shizzle's Nozzle Wiper
11923,The Hammer of Grace
11911,Treetop Leggings
11926,Deathdealer Breastplate
11908,Archaeologist's Quarry Boots
11910,Bejeweled Legguards
11906,Beastsmasher
11887,Cenarion Circle Cache
11934,Emperor's Seal
11912,Package of Empty Ooze Containers
11915,Shizzle's Drizzle Blocker
11938,Sack of Gems
11932,Guiding Stave of Wisdom
11916,Shizzle's Muzzle
11919,Cragplate Greaves
11940,Sparkly Necklace
11909,Excavator's Utility Belt
11941,False Documents
11935,Magmus Stone
11920,Wraith Scythe
11943,Deed to Thandol Span
11925,Ghostshroud
11948,Empty Tainted Ooze Jar
11927,Legplates of the Eternal Guardian
11929,Haunting Specter Leggings
11945,Dark Iron Ring
11930,The Emperor's New Cape
11924,Robes of the Royal Crown
11928,Thaurissan's Royal Scepter
11933,Imperial Jewel
11922,Blood-etched Blade
11949,Filled Tainted Ooze Jar
11937,Fat Sack of Coins
11946,Fire Opal Necklace
11953,Empty Pure Sample Jar
11931,Dreadforge Retaliator
11936,Relic Hunter Belt
11918,Grotslab Gloves
11942,Legal Documents
11939,Shiny Bracelet
11944,Dark Iron Baby Booties
11954,Filled Pure Sample Jar
11951,Whipper Root Tuber
11950,Windblossom Berries
11952,Night Dragon's Breath
11947,Filled Cursed Ooze Jar
11955,Bag of Empty Ooze Containers
11968,Amber Hoop
11971,Amethyst Band
11966,Small Sack of Coins
11962,Manacle Cuffs
11965,Quartz Ring
11964,Swiftstrike Cudgel
11975,Topaz Ring
11972,Carnelian Loop
11967,Zircon Band
11977,Serpentine Loop
11974,Aquamarine Ring
11963,Penance Spaulders
11969,Jacinth Circle
11976,Sardonyx Knuckle
11981,Lead Band
11973,Hematite Link
11970,Spinel Ring
11982,Viridian Band
11992,Vermilion Band
11984,Cobalt Ring
11985,Cerulean Ring
11980,Opal Ring
11988,Tellurium Band
11989,Vanadium Loop
11996,Basalt Ring
11998,Jet Loop
11983,Chrome Ring
11987,Iridium Circle
11994,Coral Band
11979,Peridot Circle
11978,Jasper Link
11997,Greenstone Circle
12001,Onyx Ring
12002,Marble Circle
12007,Prairie Ring
11986,Thallium Hoop
11991,Quicksilver Ring
11995,Ivory Band
11990,Selenium Loop
11999,Lodestone Hoop
12006,Meadow Ring
12005,Granite Ring
12000,Limb Cleaver
12008,Savannah Ring
12004,Obsidian Band
12023,Tellurium Necklace
12011,Forest Hoop
12009,Tundra Ring
12024,Vanadium Talisman
11993,Clay Ring
12003,Dark Dwarven Lager
12013,Desert Ring
12016,Jungle Ring
12028,Basalt Necklace
12012,Marsh Ring
12017,Prismatic Band
12033,Thaurissan Family Jewels
12034,Marble Necklace
12010,Fen Ring
12015,Swamp Ring
12037,Mystery Meat
12014,Arctic Ring
12018,Conservator Helm
12030,Jet Chain
12019,Cerulean Talisman
12035,Obsidian Pendant
12020,Thallium Choker
12021,Shieldplate Sabatons
12039,Tundra Necklace
12027,Vermilion Necklace
12025,Selenium Chain
12047,Spectral Necklace
12041,Windshear Leggings
12032,Onyx Choker
12029,Greenstone Talisman
12036,Granite Necklace
12031,Lodestone Necklace
12043,Desert Choker
12053,Volcanic Rock Ring
12038,Lagrave's Seal
12045,Swamp Pendant
12051,Brazen Gauntlets
12056,Ring of the Heavens
12049,Splintsteel Armor
12048,Prismatic Pendant
12022,Iridium Chain
12054,Demon Band
12058,Demonic Bone Ring
12040,Forest Pendant
12060,Shindrell's Note
12055,Stardust Band
12046,Jungle Necklace
12059,Conqueror's Medallion
12057,Dragonscale Band
12061,Blade of Reckoning
12052,Ring of the Moon
12026,Quicksilver Pendant
12042,Marsh Chain
12044,Arctic Pendant
12050,Hazecover Boots
12065,Ward of the Elements
12064,Gamemaster Hood
12105,Pridemail Leggings
12102,Ring of the Aristocrat
12106,Boulderskin Breastplate
12083,Valconian Sash
12104,Brindlethorn Tunic
12062,Skilled Fighting Blade
12066,Shaleskin Cape
12109,Azure Moon Amice
12103,Star of Mystaria
12111,Lavaplate Gauntlets
12114,Nightfall Gloves
12107,Whispersilk Leggings
12143,Dragonspine Key
12115,Stalwart Clutch
12162,Plans: Hardened Iron Shortsword
12110,Raincaster Drape
12082,Wyrmhide Spaulders
12112,Crypt Demon Bracers
12144,Eggscilloscope
12163,Plans: Moonsteel Broadsword
12185,Bloodsail Admiral's Hat
12184,Raptor Flesh
12190,Dreamless Sleep Potion
12207,Giant Egg
12122,Kum'isha's Junk
12204,Heavy Kodo Meat
12202,Tiger Meat
12108,Basaltscale Armor
12164,Plans: Massive Iron Axe
12209,Lean Wolf Steak
12113,Sunborne Cape
12203,Red Wolf Meat
12205,White Spider Meat
12214,Mystery Stew
12218,Monster Omelet
12219,Unadorned Seal of Ascension
12208,Tender Wolf Meat
12191,Silver Dawning's Lockbox
12192,Mist Veil's Lockbox
12233,Recipe: Mystery Stew
12217,Dragonbreath Chili
12226,Recipe: Crispy Bat Wing
12206,Tender Crab Meat
12236,Pure Un'Goro Sample
12220,Intact Elemental Bracer
12235,Un'Goro Slime Sample
12234,Corrupted Felwood Sample
12232,Recipe: Carrion Surprise
12210,Roast Raptor
12224,Crispy Bat Wing
12223,Meaty Bat Wing
12216,Spiced Chili Crab
12212,Jungle Stew
12237,Fine Crab Chunks
12239,Recipe: Dragonbreath Chili
12247,Broad Bladed Knife
12211,Spiced Wolf Ribs
12227,Recipe: Lean Wolf Steak
12238,Darkshore Grouper
12225,Blump Family Fishing Pole
12215,Heavy Kodo Stew
12248,Daring Dirk
12240,Recipe: Heavy Kodo Stew
12213,Carrion Surprise
12250,Midnight Axe
12228,Recipe: Roast Raptor
12252,Staff of Protection
12229,Recipe: Hot Wolf Ribs
12255,Pale Leggings
12256,Cindercloth Leggings
12241,Collected Dragon Egg
12263,Caged Worg Pup
12243,Smoldering Claw
12251,Big Stick
12231,Recipe: Jungle Stew
12286,Eggscilloscope Prototype
12289,Sea Turtle Remains
12253,Brilliant Red Cloak
12249,Merciless Axe
12284,Draco-Incarcinatrix 900
12258,Serpent Clasp Belt
12295,Leggings of the People's Militia
12292,Strangely Marked Box
12282,Worn Battleaxe
12230,Felwood Slime Sample
12257,Heavy Notched Belt
12242,Sea Creature Bones
12262,Empty Worg Pup Cage
12254,Well Oiled Cloak
12288,Encased Corrupt Ooze
12291,Merged Ooze Sample
12259,Glinting Steel Dagger
12287,Collectronic Module
12260,Searing Golden Blade
12264,Worg Carrier
12261,Plans: Searing Golden Blade
12293,Fine Gold Thread
12283,Broodling Essence
12299,Netted Gloves
12303,Reins of the Nightsaber
12296,Spark of the People's Militia
12301,Bamboo Cage Key
12325,Reins of the Primal Leopard
12324,Forged Seal of Ascension
12330,Horn of the Red Wolf
12302,Reins of the Frostsaber
12323,Unforged Seal of Ascension
12336,Gemstone of Spirestone
12326,Reins of the Tawny Sabercat
12300,Orb of Draconic Energy
12334,Frostmaul Shards
12339,Vaelan's Gift
12346,Empty Cleansing Bowl
12342,Blackwood Grain Sample
12347,Filled Cleansing Bowl
12335,Gemstone of Smolderthorn
12345,Bijou's Belongings
12327,Reins of the Golden Sabercat
12350,Empty Sampling Tube
12344,Seal of Ascension
12351,Horn of the Arctic Wolf
12358,Darkstone Tablet
12353,White Stallion Bridle
12361,Blue Sapphire
12341,Blackwood Fruit Sample
12355,Talisman of Corruption
12363,Arcane Crystal
12360,Arcanite Bar
12356,Highperch Wyvern Egg
12352,Doomrigger's Clasp
12337,Gemstone of Bloodaxe
12366,Thick Yeti Fur
12343,Blackwood Nut Sample
12367,Pristine Yeti Horn
12349,Cliffspring River Sample
12383,Moontouched Feather
12354,Palomino Bridle
12382,Key to the City
12402,Ancient Egg
12359,Thorium Bar
12404,Dense Sharpening Stone
12412,Fourth Mosh'aru Tablet
12409,Thorium Boots
12364,Huge Emerald
12415,Radiant Breastplate
12406,Thorium Belt
12369,Scepter of Vectus
12384,Cache of Mau'ari
12411,Third Mosh'aru Tablet
12368,Dawn's Gambit
12420,Radiant Leggings
12405,Thorium Armor
12365,Dense Stone
12427,Imperial Plate Helm
12428,Imperial Plate Shoulders
12425,Imperial Plate Bracers
12418,Radiant Gloves
12429,Imperial Plate Leggings
12417,Radiant Circlet
12435,Ice Thistle E'ko
12437,Ridgewell's Crate
12434,Chillwind E'ko
12408,Thorium Bracers
12431,Winterfall E'ko
12445,Felnok's Package
12440,Magic Knucklebone (DND)
12414,Thorium Leggings
12447,Thistlewood Bow
12422,Imperial Plate Chest
12410,Thorium Helm
12419,Radiant Boots
12430,Frostsaber E'ko
12462,Embrace of the Wind Serpent
12460,Juju Might
12416,Radiant Belt
12433,Wildkin E'ko
12424,Imperial Plate Belt
12438,Tinkee's Letter
12426,Imperial Plate Boots
12432,Shardtooth E'ko
12436,Frostmaul E'ko
12444,Uncracked Chillwind Horn
12463,Drakefang Butcher
12466,Dawnspire Cord
12465,Nightfall Drape
12451,Juju Power
12448,Light Hunting Rifle
12449,Primitive Bow
12457,Juju Chill
12455,Juju Ember
12446,Anvilmar Musket
12468,Chilton Wand
12458,Juju Guile
12450,Juju Flurry
12467,Alien Egg
12459,Juju Escape
12464,Bloodfire Talons
12469,Mutilator
12527,Ribsplitter
12525,Jaron's Supplies
12470,Sandstalker Ankleguards
12531,Searing Needle
12471,Desertwalker Cane
12532,Spire of the Stoneshaper
12544,Thrall's Resolve
12535,Doomforged Straightedge
12548,Magni's Will
12545,Eye of Orgrimmar
12472,Krakle's Thermometer
12530,Spire Spider Egg
12528,The Judge's Gavel
12542,Funeral Pyre Vestment
12551,Stoneshield Cloak
12534,Omokk's Head
12546,Aristocratic Cuffs
12549,Braincage
12550,Runed Golem Shackles
12552,Blisterbane Wrap
12529,Smolderweb Carrier
12554,Hands of the Exalted Herald
12543,Songstone of Ironforge
12522,Bingles' Flying Gloves
12562,Important Blackrock Documents
12565,Winna's Kitten Carrier
12547,Mar Alom's Grip
12524,Blue-feathered Amulet
12555,Battlechaser's Greaves
12558,Blue-feathered Necklace
12553,Swiftwalker Boots
12564,Assassination Note
12586,Immature Venom Sac
12533,Roughshod Pike
12567,Filled Flasket
12556,High Priestess Boots
12584,Grand Marshal's Longsword
12588,Bonespike Shoulder
12582,Keris of Zul'Serak
12585,Stormwind Medallion
12590,Felstriker
12602,Draconian Deflector
12592,Blackblade of Shahram
12563,Warlord Goretooth's Command
12609,Polychromatic Visionwrap
12557,Ebonsteel Spaulders
12611,Runic Plate Boots
12566,Hardened Flasket
12589,Dustfeather Sash
12606,Crystallized Girdle
12615,Savage Mail Tunic
